id,category,category_label,topic,difficulty,question,options,answer,solution,source_repo,source_file
abstract-reasoning-advanced-shape-pattern-questions-0028,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Shape Pattern Questions,advanced,"A square increases side by 3, adds 1 small square, and cycles colors (Red, Blue, Green): 3×3 (1 Red), 6×6 (2 Blue), 9×9 (3 Green), __. What is the next square, number, and color?","12×12, 4 squares, Red | 17×12, 4 squares, Red | 9×12, 4 squares, Red | 24×12, 4 squares, Red","12×12, 4 squares, Red","Side: 3, 6, 9, 12. Squares: 1, 2, 3, 4. Colors: Red, Blue, Green, Red.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-shape-pattern-questions-0029,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Shape Pattern Questions,advanced,"A sequence cycles shapes (Circle, Square, Triangle), doubles count, and alternates fills: 1 Circle (Filled), 2 Squares (Empty), 4 Triangles (Filled), __. What is the next shape, number, and fill?","8 Circles, Empty | 13 Circles, Empty | 5 Circles, Empty | 16 Circles, Empty","8 Circles, Empty","Shapes: Circle, Square, Triangle, Circle. Number: 1, 2, 4, 8. Fill: Filled, Empty, Filled, Empty.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-shape-pattern-questions-0030,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Shape Pattern Questions,advanced,"A circle quadruples sectors, rotates 45° clockwise, and cycles colors (Red, Blue): 4 (Red), 16 (Blue), 64 (Red), __. What is the next number, color, and rotation?","256 sectors, Blue, 180° clockwise | 261 sectors, Blue, 180° clockwise | 253 sectors, Blue, 180° clockwise | 512 sectors, Blue, 180° clockwise","256 sectors, Blue, 180° clockwise","Sectors: 4, 16, 64, 256 (×4). Colors: Red, Blue, Red, Blue. Rotation: 45° × 4 = 180°.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-shape-pattern-questions-0031,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Shape Pattern Questions,advanced,"A sequence alternates shapes (Star, Circle), triples count, and cycles fills (Filled, Empty): 1 Star (Filled), 3 Circles (Empty), 9 Stars (Filled), __. What is the next shape, number, and fill?","27 Circles, Empty | 32 Circles, Empty | 24 Circles, Empty | 54 Circles, Empty","27 Circles, Empty","Shapes: Star, Circle, Star, Circle. Number: 1, 3, 9, 27. Fill: Filled, Empty, Filled, Empty.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-shape-pattern-questions-0032,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Shape Pattern Questions,advanced,"A hexagon rotates 60° anticlockwise, adds 3 sides, and cycles colors (Red, Blue, Green): Hexagon (Red), Nonagon (Blue), 12-gon (Green), __. What is the next shape, color, and rotation?","15-gon, Red, 240° anticlockwise | 20-gon, Red, 240° anticlockwise | 12-gon, Red, 240° anticlockwise | 30-gon, Red, 240° anticlockwise","15-gon, Red, 240° anticlockwise","Sides: 6, 9, 12, 15 (15-gon). Colors: Red, Blue, Green, Red. Rotation: 60° × 4 = 240°.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-shape-pattern-questions-0033,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Shape Pattern Questions,advanced,"A sequence of squares triples small squares and alternates colors (Red, Blue): 3 (Red), 9 (Blue), 27 (Red), __. What is the next number, color, and rotation (90° clockwise)?","81 squares, Blue, 0° rotation | 86 squares, Blue, 0° rotation | 78 squares, Blue, 0° rotation | 162 squares, Blue, 0° rotation","81 squares, Blue, 0° rotation","Squares: 3, 9, 27, 81 (×3). Colors: Red, Blue, Red, Blue. Rotation: 90° × 4 = 360° = 0°.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-shape-pattern-questions-0034,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Shape Pattern Questions,advanced,"A triangle doubles sides, rotates 120° clockwise, and cycles fills (Filled, Empty, Half): 3 (Filled), 6 (Empty), 12 (Half), __. What is the next shape, fill, and rotation?","24-gon, Filled, 120° clockwise | 29-gon, Filled, 120° clockwise | 21-gon, Filled, 120° clockwise | 48-gon, Filled, 120° clockwise","24-gon, Filled, 120° clockwise","Sides: 3, 6, 12, 24. Fill: Filled, Empty, Half, Filled. Rotation: 120° × 4 = 480° = 120°.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-shape-pattern-questions-0035,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Shape Pattern Questions,advanced,"A sequence cycles shapes (Circle, Square, Triangle), quadruples count, and cycles colors (Red, Blue, Green): 1 Circle (Red), 4 Squares (Blue), 16 Triangles (Green), __. What is the next shape, number, and color?","64 Circles, Red | 69 Circles, Red | 61 Circles, Red | 128 Circles, Red","64 Circles, Red","Shapes: Circle, Square, Triangle, Circle. Number: 1, 4, 16, 64. Colors: Red, Blue, Green, Red.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-shape-pattern-questions-0036,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Shape Pattern Questions,advanced,"A rectangle doubles length, adds 2 to width, and rotates 90° clockwise: 2×3, 4×5, 8×7, __. What is the next rectangle and rotation?","16×9, 0° rotation | 21×9, 0° rotation | 13×9, 0° rotation | 32×9, 0° rotation","16×9, 0° rotation","Length: 2, 4, 8, 16. Width: 3, 5, 7, 9. Rotation: 90° × 4 = 360° = 0°.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-shape-pattern-questions-0037,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Shape Pattern Questions,advanced,"A sequence of circles adds 3, cycles fills (Filled, Empty, Half), and rotates 45° anticlockwise: 3 (Filled), 6 (Empty), 9 (Half), __. What is the next number, fill, and rotation?","12 circles, Filled, 180° anticlockwise | 17 circles, Filled, 180° anticlockwise | 9 circles, Filled, 180° anticlockwise | 24 circles, Filled, 180° anticlockwise","12 circles, Filled, 180° anticlockwise","Number: 3, 6, 9, 12. Fill: Filled, Empty, Half, Filled. Rotation: 45° × 4 = 180°.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-shape-pattern-questions-0038,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Shape Pattern Questions,advanced,"A pentagon adds 4 sides, rotates 36° clockwise, and alternates colors (Red, Blue): 5 (Red), 9 (Blue), 13 (Red), __. What is the next shape, color, and rotation?","17-gon, Blue, 144° clockwise | 22-gon, Blue, 144° clockwise | 14-gon, Blue, 144° clockwise | 34-gon, Blue, 144° clockwise","17-gon, Blue, 144° clockwise","Sides: 5, 9, 13, 17 (17-gon). Colors: Red, Blue, Red, Blue. Rotation: 36° × 4 = 144°.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-shape-pattern-questions-0039,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Shape Pattern Questions,advanced,"A sequence alternates shapes (Triangle, Square), triples count, and cycles colors (Red, Blue): 1 Triangle (Red), 3 Squares (Blue), 9 Triangles (Red), __. What is the next shape, number, and color?","27 Squares, Blue | 32 Squares, Blue | 24 Squares, Blue | 54 Squares, Blue","27 Squares, Blue","Shapes: Triangle, Square, Triangle, Square. Number: 1, 3, 9, 27. Colors: Red, Blue, Red, Blue.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-shape-pattern-questions-0040,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Shape Pattern Questions,advanced,"A circle increases radius by 3, rotates 60° anticlockwise, and cycles fills (Filled, Empty): r=3 (Filled), r=6 (Empty), r=9 (Filled), __. What is the next radius, fill, and rotation?","r=12, Empty, 240° anticlockwise | r=17, Empty, 240° anticlockwise | r=9, Empty, 240° anticlockwise | r=24, Empty, 240° anticlockwise","r=12, Empty, 240° anticlockwise","Radius: 3, 6, 9, 12. Fill: Filled, Empty, Filled, Empty. Rotation: 60° × 4 = 240°.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0041,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,2 : 12 :: 5 : __,45 | 50 | 42 | 90,45,"2 × (2 + 4) = 12. Similarly, 5 × (5 + 4) = 45.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0042,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,Circle (Red Filled) : Square (Blue Empty) :: Triangle (Green Half) : __,Square (Red Filled) | None of the above | Both Square (Red Fil... and alternative | Insufficient data,Square (Red Filled),"Circle to Square (shape), Red to Blue (color), Filled to Empty (state). Triangle to Square, Green to Red, Half to Filled.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0043,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,3 : 24 :: 4 : __,36 | 41 | 33 | 72,36,"3 × (3 + 5) = 24. Similarly, 4 × (4 + 5) = 36.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0044,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,Filled Circle (3) : Empty Square (4) :: Half Triangle (3) : __,Filled Square (4) | Filled Square (6) | Filled Square (1) | Filled Square (8),Filled Square (4),"Filled to Empty (state), Circle to Square (shape +1 side), 3 to 4 (sides). Half to Filled, Triangle to Square, 3 to 4.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0045,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,5 : 60 :: 6 : __,78 | 83 | 75 | 156,78,"5 × (5 + 7) = 60. Similarly, 6 × (6 + 7) = 78.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0046,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,Star (5 Red) : Circle (0 Blue) :: Pentagon (5 Green) : __,Circle (0 Red) | Circle (2 Red) | Circle (1 Red) | Circle (30 Red),Circle (0 Red),"Star to Circle (shape, sides 5→0), Red to Blue (color). Pentagon to Circle, Green to Red.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0047,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,2 : 20 :: 3 : __,33 | 38 | 30 | 66,33,"2 × (2 + 8) = 20. Similarly, 3 × (3 + 8) = 33.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0048,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,Red Filled : Blue Empty :: Green Half : __,Red Filled | None of the above | Both Red Filled... and alternative | Insufficient data,Red Filled,"Red to Blue (color), Filled to Empty (state). Green to Red, Half to Filled.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0049,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,4 : 40 :: 5 : __,55 | 60 | 52 | 110,55,"4 × (4 + 6) = 40. Similarly, 5 × (5 + 6) = 55.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0050,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,Triangle (3 Filled) : Square (4 Empty) :: Pentagon (5 Half) : __,Hexagon (6 Filled) | Hexagon (11 Filled) | Hexagon (3 Filled) | Hexagon (12 Filled),Hexagon (6 Filled),"Triangle to Square (+1 side), Filled to Empty. Pentagon to Hexagon, Half to Filled.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0051,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,1 : 6 :: 3 : __,24 | 29 | 21 | 48,24,"1 × (1 + 5) = 6. Similarly, 3 × (3 + 5) = 24.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0052,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,Filled Circle : Empty Square :: Half Triangle : __,Filled Square | None of the above | Both Filled Square... and alternative | Insufficient data,Filled Square,"Filled to Empty (state), Circle to Square (shape). Half to Filled, Triangle to Square.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0053,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,6 : 84 :: 7 : __,105 | 110 | 102 | 210,105,"6 × (6 + 8) = 84. Similarly, 7 × (7 + 8) = 105.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0054,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,Circle (0 Red) : Triangle (3 Blue) :: Square (4 Green) : __,Heptagon (7 Red) | Heptagon (12 Red) | Heptagon (4 Red) | Heptagon (14 Red),Heptagon (7 Red),"Circle to Triangle (+3 sides), Red to Blue. Square to Heptagon (+3), Green to Red.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0055,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,2 : 18 :: 4 : __,44 | 49 | 41 | 88,44,"2 × (2 + 7) = 18. Similarly, 4 × (4 + 7) = 44.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0056,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,Red Circle (Filled) : Blue Square (Empty) :: Green Triangle (Half) : __,Red Square (Filled) | None of the above | Both Red Square (Fil... and alternative | Insufficient data,Red Square (Filled),"Red to Blue, Circle to Square, Filled to Empty. Green to Red, Triangle to Square, Half to Filled.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0057,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,3 : 30 :: 5 : __,60 | 65 | 57 | 120,60,"3 × (3 + 7) = 30. Similarly, 5 × (5 + 7) = 60.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0058,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,Square (4 Filled) : Circle (0 Empty) :: Triangle (3 Half) : __,Circle (0 Filled) | Circle (2 Filled) | Circle (1 Filled) | Circle (30 Filled),Circle (0 Filled),"Square to Circle (-4 sides), Filled to Empty. Triangle to Circle (-3), Half to Filled.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0059,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,4 : 48 :: 6 : __,84 | 89 | 81 | 168,84,"4 × (4 + 8) = 48. Similarly, 6 × (6 + 8) = 84.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-analogy-questions-0060,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Analogy Questions,advanced,Pentagon (5 Red) : Hexagon (6 Blue) :: Heptagon (7 Green) : __,Octagon (8 Red) | Octagon (13 Red) | Octagon (5 Red) | Octagon (16 Red),Octagon (8 Red),"Pentagon to Hexagon (+1 side), Red to Blue. Heptagon to Octagon, Green to Red.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-matrix-pattern-questions-0061,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [1, 6, 16; 2, 8, 20; 3, 10, __]. What is the missing number?",24 | 29 | 21 | 48,24,"Columns: 1, 2, 3 (+1); 6, 8, 10 (+2); 16, 20, x (+4). Next: 20 + 4 = 24.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-matrix-pattern-questions-0062,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [2, 12, 36; 3, 18, 54; 4, 24, __]. What is the missing number?",72 | 77 | 69 | 144,72,"Each row: 2 × 1, 2 × 6, 2 × 18; 3 × 1, 3 × 6, 3 × 18; 4 × 1, 4 × 6, 4 × 18. Next: 4 × 18 = 72.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-matrix-pattern-questions-0063,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [Red Filled, Blue Empty, Green Half; Blue Empty, Green Half, Red Filled; Green Half, Red Filled, __]. What is the missing state?",Blue Empty | None of the above | Both Blue Empty... and alternative | Insufficient data,Blue Empty,Each column shifts down: Red Filled → Blue Empty → Green Half; Blue Empty → Green Half → Red Filled; Green Half → Red Filled → Blue Empty.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-matrix-pattern-questions-0064,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [1, 5, 14; 2, 8, 20; 3, 11, __]. What is the missing number?",26 | 31 | 23 | 52,26,"Columns: 1, 2, 3 (+1); 5, 8, 11 (+3); 14, 20, x (+6). Next: 20 + 6 = 26.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-matrix-pattern-questions-0065,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [Circle Red, Square Blue, Triangle Green; Square Blue, Triangle Green, Circle Red; Triangle Green, Circle Red, __]. What is the missing shape?",Square Blue | None of the above | Both Square Blue... and alternative | Insufficient data,Square Blue,Each column shifts down: Circle Red → Square Blue → Triangle Green; Square Blue → Triangle Green → Circle Red; Triangle Green → Circle Red → Square Blue.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-matrix-pattern-questions-0066,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [4, 16, 40; 5, 20, 50; 6, 24, __]. What is the missing number?",60 | 65 | 57 | 120,60,"Each row: 4 × 1, 4 × 4, 4 × 10; 5 × 1, 5 × 4, 5 × 10; 6 × 1, 6 × 4, 6 × 10. Next: 6 × 10 = 60.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-matrix-pattern-questions-0067,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [1, 7, 19; 2, 10, 25; 3, 13, __]. What is the missing number?",31 | 36 | 28 | 62,31,"Columns: 1, 2, 3 (+1); 7, 10, 13 (+3); 19, 25, x (+6). Next: 25 + 6 = 31.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-matrix-pattern-questions-0068,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [Filled Circle, Empty Square, Half Triangle; Empty Square, Half Triangle, Filled Circle; Half Triangle, Filled Circle, __]. What is the missing shape?",Empty Square | None of the above | Both Empty Square... and alternative | Insufficient data,Empty Square,Each column shifts down: Circle → Square → Triangle; Square → Triangle → Circle; Triangle → Circle → Square.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-matrix-pattern-questions-0069,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [3, 12, 30; 4, 16, 40; 5, 20, __]. What is the missing number?",50 | 55 | 47 | 100,50,"Each row: 3 × 1, 3 × 4, 3 × 10; 4 × 1, 4 × 4, 4 × 10; 5 × 1, 5 × 4, 5 × 10. Next: 5 × 10 = 50.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-matrix-pattern-questions-0070,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [1, 4, 16; 2, 8, 32; 3, 12, __]. What is the missing number?",48 | 53 | 45 | 96,48,"Each row: 1 × 4⁰, 1 × 4¹, 1 × 4²; 2 × 4⁰, 2 × 4¹, 2 × 4²; 3 × 4⁰, 3 × 4¹, 3 × 4². Next: 3 × 4² = 48.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-matrix-pattern-questions-0071,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [Star Red, Circle Blue, Square Green; Circle Blue, Square Green, Star Red; Square Green, Star Red, __]. What is the missing shape?",Circle Blue | None of the above | Both Circle Blue... and alternative | Insufficient data,Circle Blue,Each column shifts down: Star Red → Circle Blue → Square Green; Circle Blue → Square Green → Star Red; Square Green → Star Red → Circle Blue.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-matrix-pattern-questions-0072,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [2, 10, 28; 3, 15, 42; 4, 20, __]. What is the missing number?",56 | 61 | 53 | 112,56,"Each row: 2 × 1, 2 × 5, 2 × 14; 3 × 1, 3 × 5, 3 × 14; 4 × 1, 4 × 5, 4 × 14. Next: 4 × 14 = 56.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-matrix-pattern-questions-0073,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [1, 6, 18; 2, 8, 22; 3, 10, __]. What is the missing number?",26 | 31 | 23 | 52,26,"Columns: 1, 2, 3 (+1); 6, 8, 10 (+2); 18, 22, x (+4). Next: 22 + 4 = 26.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-matrix-pattern-questions-0074,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [Red Filled, Green Empty, Blue Half; Green Empty, Blue Half, Red Filled; Blue Half, Red Filled, __]. What is the missing state?",Green Empty | None of the above | Both Green Empty... and alternative | Insufficient data,Green Empty,Each column shifts down: Red Filled → Green Empty → Blue Half; Green Empty → Blue Half → Red Filled; Blue Half → Red Filled → Green Empty.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-matrix-pattern-questions-0075,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [4, 20, 56; 5, 25, 70; 6, 30, __]. What is the missing number?",84 | 89 | 81 | 168,84,"Each row: 4 × 1, 4 × 5, 4 × 14; 5 × 1, 5 × 5, 5 × 14; 6 × 1, 6 × 5, 6 × 14. Next: 6 × 14 = 84.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-matrix-pattern-questions-0076,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [1, 5, 17; 2, 8, 23; 3, 11, __]. What is the missing number?",29 | 34 | 26 | 58,29,"Columns: 1, 2, 3 (+1); 5, 8, 11 (+3); 17, 23, x (+6). Next: 23 + 6 = 29.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-matrix-pattern-questions-0077,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [2, 12, 36; 3, 18, 54; 4, 24, __]. What is the missing number?",72 | 77 | 69 | 144,72,"Each row: 2 × 1, 2 × 6, 2 × 18; 3 × 1, 3 × 6, 3 × 18; 4 × 1, 4 × 6, 4 × 18. Next: 4 × 18 = 72.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
